日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,天气状况,气温,风力风向
2014-07-18,188,中度污染,142,107,7,1.7,38,209,多云/晴,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2014-07-19,109,轻度污染,82,102,3,0.8,33,168,晴/多云,36℃/26℃,无持续风向≤3级/无持续风向≤3级
2014-07-20,118,轻度污染,67,91,4,0.7,26,180,多云/雷阵雨,36℃/26℃,无持续风向≤3级/无持续风向≤3级
2014-07-21,83,良,26,43,5,0.5,24,140,阵雨/阴,32℃/26℃,无持续风向≤3级/无持续风向≤3级
2014-07-22,39,优,12,37,7,0.5,40,78,阴/阵雨,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-23,62,良,26,74,6,0.7,59,84,多云/多云,33℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-07-24,82,良,61,112,6,1.0,68,110,阵雨/阴,30℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-25,133,轻度污染,64,91,7,1.2,43,196,晴/晴,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-26,192,中度污染,94,135,10,1.2,41,257,晴/晴,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2014-07-27,197,中度污染,107,154,18,1.0,35,262,晴/多云,35℃/24℃,南风3-4级/无持续风向≤3级
2014-07-28,160,中度污染,122,156,9,0.9,33,218,晴/多云,35℃/24℃,南风3-4级/无持续风向≤3级
2014-07-29,165,中度污染,125,149,5,0.8,28,191,雷阵雨/中雨,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-07-30,157,中度污染,120,68,3,1.4,28,170,阴/多云,29℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-07-31,245,重度污染,195,76,3,1.6,36,209,晴/晴,32℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-08-01,200,中度污染,150,128,3,1.3,35,198,阴/多云,32℃/25℃,无持续风向≤3级/无持续风向≤3级
2014-08-02,163,中度污染,124,132,3,1.1,39,220,多云/多云,33℃/26℃,无持续风向≤3级/无持续风向≤3级
2014-08-03,145,轻度污染,111,139,2,1.0,39,174,阴/中雨,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2014-08-04,46,优,31,43,3,0.6,36,92,阵雨/阴,29℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-05,81,良,24,50,5,0.6,37,137,多云/多云,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-06,57,良,31,64,3,0.6,46,106,多云/晴,34℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-07,160,中度污染,62,92,10,1.1,45,225,晴/晴,32℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-08,138,轻度污染,64,103,8,1.1,45,202,晴/多云,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-09,144,轻度污染,80,123,9,1.1,40,208,阴/雷阵雨,31℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-10,125,轻度污染,32,49,3,0.6,33,187,晴/晴,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-08-11,80,良,24,48,3,0.5,40,136,晴/晴,33℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-12,115,轻度污染,25,58,6,0.6,45,177,阴/小到中雨,32℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-08-13,80,良,26,35,2,0.6,34,136,阵雨/多云,24℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-08-14,103,轻度污染,29,44,4,0.6,39,163,多云/雷阵雨,31℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-08-15,105,轻度污染,35,69,4,0.6,49,166,多云/晴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-08-16,157,中度污染,55,92,6,0.9,49,222,晴/多云,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-08-17,125,轻度污染,53,88,5,0.8,32,187,雷阵雨/阴,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-18,136,轻度污染,57,84,6,0.8,38,200,多云/多云,30℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-08-19,150,轻度污染,84,119,6,1.0,40,215,多云/晴,32℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-08-20,166,中度污染,104,146,14,1.1,41,231,晴/多云,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-08-21,167,中度污染,126,169,9,1.1,49,232,雷阵雨/多云,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2014-08-22,108,轻度污染,51,80,3,0.8,58,169,雷阵雨/雷阵雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-08-23,153,中度污染,107,137,5,1.1,55,218,阴/雷阵雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2014-08-24,93,良,17,38,4,0.4,27,151,多云/晴,31℃/19℃,无持续风向≤3级/北风3-4级
2014-08-25,57,良,16,42,4,0.4,36,108,晴/晴,32℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-08-26,75,良,23,66,5,0.5,56,130,晴/多云,33℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-08-27,135,轻度污染,47,107,8,0.7,59,198,晴/多云,34℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-08-28,103,轻度污染,77,119,7,0.9,54,135,阵雨/小到中雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-08-29,98,良,74,82,4,1.0,35,158,多云/多云,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-08-30,170,中度污染,129,148,4,1.5,58,115,阵雨/小到中雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-08-31,86,良,64,49,2,1.0,30,137,阴/多云,26℃/20℃,无持续风向≤3级/无持续风向≤3级
2014-09-01,125,轻度污染,95,83,3,1.6,45,95,雷阵雨/大到暴雨,25℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-09-02,43,优,20,15,2,0.8,31,85,小到中雨/阵雨,23℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-09-03,58,良,15,35,5,0.6,38,110,晴/晴,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-09-04,98,良,40,91,5,0.8,61,158,晴/晴,33℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-09-05,141,轻度污染,86,138,9,1.0,51,205,晴/晴,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-09-06,183,中度污染,138,161,12,1.4,39,185,多云/阵雨,28℃/21℃,无持续风向≤3级/无持续风向≤3级
2014-09-07,200,中度污染,150,182,10,1.3,44,168,阴/晴,29℃/21℃,无持续风向≤3级/北风3-4级
2014-09-08,73,良,14,30,4,0.3,24,128,晴/多云,30℃/17℃,北风3-4级/无持续风向≤3级
2014-09-09,108,轻度污染,36,83,5,0.6,49,169,晴/晴,29℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-09-10,109,轻度污染,63,111,11,1.1,57,170,晴/阴,28℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-09-11,109,轻度污染,82,124,16,1.4,64,109,阵雨/阵雨,27℃/18℃,无持续风向≤3级/无持续风向≤3级
2014-09-12,97,良,73,54,4,1.0,51,84,阴/多云,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-09-13,92,良,67,96,7,0.8,49,150,多云/阴,26℃/19℃,无持续风向≤3级/无持续风向≤3级
2014-09-14,66,良,42,77,3,0.5,48,119,阴/多云,25℃/15℃,北风3-4级/无持续风向≤3级
2014-09-15,48,优,18,48,5,0.4,36,80,晴/晴,27℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-09-16,70,良,38,91,5,0.6,66,52,多云/阴,25℃/14℃,无持续风向≤3级/无持续风向≤3级
2014-09-17,70,良,51,88,4,0.7,61,57,多云/晴,23℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-09-18,84,良,62,94,4,0.7,59,130,晴/多云,26℃/14℃,无持续风向≤3级/无持续风向≤3级
2014-09-19,111,轻度污染,84,119,7,0.9,60,121,阴/雷阵雨,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-09-20,158,中度污染,120,124,5,1.2,53,162,多云/晴,27℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-09-21,131,轻度污染,100,119,15,1.7,46,111,多云/雾,24℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-09-22,123,轻度污染,94,108,11,2.0,59,93,阵雨/小到中雨,24℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-09-23,66,良,48,22,2,1.1,40,19,小到中雨/小雨,20℃/15℃,无持续风向≤3级/无持续风向≤3级
2014-09-24,48,优,34,40,2,0.8,45,78,晴/晴,24℃/14℃,无持续风向≤3级/无持续风向≤3级
2014-09-25,140,轻度污染,107,130,3,1.3,53,59,多云/阴,23℃/17℃,无持续风向≤3级/无持续风向≤3级
2014-09-26,163,中度污染,124,103,9,1.6,62,50,阵雨/多云,22℃/15℃,无持续风向≤3级/无持续风向≤3级
2014-09-27,43,优,30,36,3,0.6,42,81,晴/晴,24℃/15℃,无持续风向≤3级/无持续风向≤3级
2014-09-28,78,良,56,107,8,1.2,67,46,多云/阴,23℃/16℃,无持续风向≤3级/无持续风向≤3级
2014-09-29,70,良,51,77,4,0.9,38,65,多云/晴,23℃/10℃,北风4-5级/无持续风向≤3级
2014-09-30,51,良,24,52,7,0.6,39,41,阴/阴,17℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-10-01,89,良,66,77,4,1.0,57,24,阵雨/小雨,16℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-10-02,74,良,55,51,4,1.0,46,39,晴/雾,20℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-10-03,118,轻度污染,89,108,4,1.6,52,19,阵雨/小雨,17℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-10-04,100,良,75,48,2,1.1,39,52,阵雨/阴,16℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-10-05,42,优,30,40,2,0.7,30,67,晴/晴,21℃/8℃,北风3-4级/无持续风向≤3级
2014-10-06,50,优,25,50,3,0.5,47,69,晴/晴,20℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-10-07,185,中度污染,140,181,12,1.3,86,83,晴/晴,22℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-10-08,309,严重污染,259,292,10,2.1,102,54,霾/霾,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-10-09,381,严重污染,331,353,6,2.3,92,74,霾/霾,22℃/14℃,无持续风向≤3级/无持续风向≤3级
2014-10-10,350,严重污染,300,269,13,2.4,85,101,霾/霾,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2014-10-11,240,重度污染,190,126,7,1.8,61,68,阵雨/阵雨,21℃/14℃,北风3-4级/北风4-5级
2014-10-12,28,优,6,9,3,0.2,22,55,阴/阴,17℃/6℃,北风4-5级/无持续风向≤3级
2014-10-13,31,优,13,31,4,0.3,34,54,晴/晴,18℃/4℃,无持续风向≤3级/无持续风向≤3级
2014-10-14,69,良,43,88,8,0.7,61,57,晴/多云,20℃/7℃,无持续风向≤3级/无持续风向≤3级
2014-10-15,75,良,43,99,4,0.6,44,67,晴/晴,23℃/6℃,北风5-6级/北风3-4级
2014-10-16,72,良,34,94,8,0.6,55,72,晴/晴,22℃/7℃,南风3-4级/无持续风向≤3级
2014-10-17,123,轻度污染,94,176,11,1.2,104,58,晴/霾,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-10-18,202,重度污染,152,229,17,2.0,115,115,霾/霾,24℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-10-19,293,重度污染,243,313,12,2.5,119,58,霾/霾,21℃/10℃,无持续风向≤3级/无持续风向≤3级
2014-10-20,248,重度污染,198,212,5,1.6,74,56,霾/雾,21℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-10-21,66,良,34,81,19,1.2,57,30,阴/晴,17℃/7℃,无持续风向≤3级/无持续风向≤3级
2014-10-22,95,良,71,136,11,1.3,75,9,阴/多云,16℃/8℃,无持续风向≤3级/无持续风向≤3级
2014-10-23,155,中度污染,118,176,13,1.5,85,24,霾/霾,17℃/12℃,无持续风向≤3级/无持续风向≤3级
2014-10-24,267,重度污染,217,265,11,2.1,88,69,霾/雾,19℃/11℃,无持续风向≤3级/无持续风向≤3级
2014-10-25,341,严重污染,291,327,6,2.4,87,79,霾/雾,19℃/12℃,无持续风向≤3级/北风3-4级
2014-10-26,80,良,59,62,3,0.7,40,63,晴/晴,19℃/4℃,北风4-5级/北风3-4级
2014-10-27,56,良,25,61,11,0.7,52,40,晴/晴,15℃/3℃,无持续风向≤3级/无持续风向≤3级
2014-10-28,81,良,60,106,12,1.0,69,33,多云/多云,16℃/6℃,无持续风向≤3级/无持续风向≤3级
2014-10-29,138,轻度污染,105,161,13,1.3,89,41,多云/阴,16℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-10-30,205,重度污染,155,194,17,1.7,99,24,小雨/多云,15℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-10-31,202,重度污染,152,180,10,2.1,89,14,小雨/雾,14℃/9℃,无持续风向≤3级/无持续风向≤3级
2014-11-01,78,良,57,86,6,1.1,49,49,多云/晴,17℃/6℃,北风3-4级/北风4-5级
2014-11-02,29,优,7,25,4,0.3,23,57,晴/晴,13℃/2℃,北风4-5级/无持续风向≤3级
2014-11-03,52,良,24,54,5,0.7,44,69,晴/多云,17℃/5℃,无持续风向≤3级/无持续风向≤3级
2014-11-04,124,轻度污染,94,134,16,1.4,70,41,多云/阴,16℃/6℃,无持续风向≤3级/无持续风向≤3级
2014-11-05,102,轻度污染,76,98,7,1.2,51,59,晴/晴,18℃/6℃,北风3-4级/北风3-4级
2014-11-06,32,优,9,20,3,0.3,21,63,晴/多云,12℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-11-07,59,良,42,68,13,1.2,48,25,阴/阴,10℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-11-08,90,良,67,85,10,1.4,55,52,晴/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-09,79,良,58,78,7,1.1,57,55,晴/晴,14℃/1℃,无持续风向≤3级/无持续风向≤3级
2014-11-10,91,良,68,87,9,1.3,67,37,晴/阴,15℃/3℃,无持续风向≤3级/北风3-4级
2014-11-11,58,良,34,67,4,0.7,31,52,阴/晴,13℃/2℃,北风4-5级/北风3-4级
2014-11-12,41,优,5,41,3,0.2,10,68,晴/晴,9℃/-1℃,北风5-6级/北风3-4级
2014-11-13,45,优,22,45,7,0.7,47,60,晴/晴,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-11-14,55,良,33,60,15,1.0,57,38,晴/多云,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-15,122,轻度污染,93,137,31,2.0,84,8,阴/小雨,89℃/1℃,无持续风向≤3级/无持续风向≤3级
2014-11-16,100,良,75,109,16,1.6,55,51,多云/晴,11℃/0℃,北风3-4级/无持续风向≤3级
2014-11-17,41,优,22,41,14,0.7,45,51,晴/晴,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-11-18,76,良,55,93,28,1.7,69,16,晴/多云,13℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-19,268,重度污染,218,285,44,3.3,123,6,阴/雾,10℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-20,342,严重污染,292,360,29,3.7,136,8,霾/晴,12℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-11-21,237,重度污染,187,239,21,2.8,111,27,霾/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-22,52,良,31,54,14,0.8,55,37,晴/阴,11℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-23,155,中度污染,118,166,22,2.4,91,9,阴/晴,69℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-24,100,良,75,112,16,1.8,72,35,晴/多云,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2014-11-25,180,中度污染,136,178,28,2.5,94,15,多云/雾,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-11-26,282,重度污染,232,288,38,3.6,120,6,霾/霾,98℃/1℃,无持续风向≤3级/无持续风向≤3级
2014-11-27,97,良,73,108,12,1.2,57,41,阴/阴,08℃/0℃,无持续风向≤3级/无持续风向≤3级
2014-11-28,105,轻度污染,79,147,22,1.6,72,26,晴/晴,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
2014-11-29,267,重度污染,217,297,19,3.4,92,6,多云/阴,27℃/2℃,无持续风向≤3级/无持续风向≤3级
2014-11-30,146,轻度污染,89,241,9,1.3,40,55,多云/晴,7℃/-6℃,北风5-6级/北风5-6级
2014-12-01,53,良,10,57,6,0.5,18,53,晴/晴,-1℃/-7℃,北风5-6级/北风3-4级
2014-12-02,21,优,12,21,10,0.7,34,38,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-12-03,57,良,8,63,6,0.3,14,58,晴/晴,1℃/-7℃,北风4-5级/北风3-4级
2014-12-04,30,优,7,29,6,0.3,17,60,晴/晴,3℃/-8℃,北风5-6级/北风4-5级
2014-12-05,45,优,25,45,16,0.8,40,49,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2014-12-06,79,良,58,91,33,1.8,69,30,晴/小雪,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-12-07,68,良,49,77,27,1.5,48,50,多云/晴,5℃/-7℃,北风3-4级/北风3-4级
2014-12-08,76,良,55,80,30,1.3,60,37,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
2014-12-09,267,重度污染,217,280,65,4.8,108,9,霾/小雪,2℃/-3℃,无持续风向≤3级/无持续风向≤3级
2014-12-10,168,中度污染,127,216,28,2.5,61,59,晴/晴,5℃/-5℃,北风5-6级/北风5-6级
2014-12-11,38,优,20,38,15,0.6,32,56,晴/晴,3℃/-4℃,北风3-4级/北风4-5级
2014-12-12,41,优,11,41,8,0.4,22,51,晴/晴,3℃/-7℃,北风3-4级/无持续风向≤3级
2014-12-13,65,良,42,80,24,1.1,49,33,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-12-14,108,轻度污染,82,123,43,2.1,75,25,多云/阴,3℃/-5℃,无持续风向≤3级/北风4-5级
2014-12-15,86,良,64,117,27,1.5,44,58,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-12-16,30,优,7,30,6,0.3,14,54,晴/晴,1℃/-6℃,北风5-6级/北风3-4级
2014-12-17,90,良,67,111,33,1.6,63,52,晴/晴,5℃/-7℃,无持续风向≤3级/无持续风向≤3级
2014-12-18,190,中度污染,143,194,79,3.9,93,9,霾/阴,5℃/-4℃,无持续风向≤3级/北风3-4级
2014-12-19,52,良,31,54,14,1.0,33,61,晴/晴,5℃/-5℃,北风4-5级/北风4-5级
2014-12-20,24,优,9,17,10,0.5,24,47,晴/晴,3℃/-6℃,北风3-4级/北风3-4级
2014-12-21,36,优,15,36,13,0.6,30,48,晴/晴,3℃/-6℃,无持续风向≤3级/西风3-4级
2014-12-22,93,良,69,114,39,2.1,74,28,霾/霾,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-12-23,98,良,73,110,49,2.4,77,22,霾/晴,8℃/-1℃,北风3-4级/北风3-4级
2014-12-24,31,优,12,31,17,0.5,32,57,晴/晴,5℃/-5℃,北风3-4级/无持续风向≤3级
2014-12-25,43,优,27,43,22,1.0,53,53,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-12-26,150,轻度污染,115,155,58,3.0,92,15,霾/霾,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-12-27,240,重度污染,190,236,70,4.1,125,9,霾/霾,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2014-12-28,158,中度污染,121,186,51,2.8,91,45,晴/晴,7℃/-4℃,北风3-4级/无持续风向≤3级
2014-12-29,126,轻度污染,96,165,41,2.8,83,42,晴/晴,11℃/-4℃,无持续风向≤3级/无持续风向≤3级
2014-12-30,55,良,24,61,22,1.0,51,41,多云/多云,6℃/-5℃,无持续风向≤3级/北风5-6级
2014-12-31,46,优,6,46,7,0.3,12,57,晴/晴,0℃/-8℃,北风5-6级/北风3-4级
2015-01-01,58,良,41,67,24,1.1,50,44,晴/晴,3℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-02,69,良,51,80,31,1.3,60,38,晴/霾,8℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015-01-03,197,中度污染,148,193,67,3.2,101,14,霾/霾,8℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-04,224,重度污染,174,225,75,3.7,120,22,霾/霾,6℃/-1℃,无持续风向≤3级/无持续风向≤3级
2015-01-05,139,轻度污染,107,156,57,2.9,70,67,多云/晴,9℃/-4℃,北风4-5级/北风4-5级
2015-01-06,51,良,34,51,22,0.8,40,65,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015-01-07,84,良,62,89,38,1.8,64,27,晴/多云,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015-01-08,163,中度污染,124,151,49,3.0,92,11,霾/晴,5℃/-3℃,无持续风向≤3级/无持续风向≤3级
2015-01-09,98,良,73,93,32,1.6,61,55,晴/晴,7℃/-5℃,北风3-4级/无持续风向≤3级
2015-01-10,195,中度污染,147,174,55,2.8,94,32,晴/晴,9℃/-3℃,无持续风向≤3级/北风3-4级
2015-01-11,53,良,37,55,18,0.9,47,44,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
2015-01-12,153,中度污染,117,146,43,2.2,72,25,霾/霾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-13,206,重度污染,156,183,54,2.8,92,14,霾/霾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-14,264,重度污染,214,251,54,3.1,100,6,小雪/雾,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-15,378,严重污染,328,375,34,4.7,111,6,霾/霾,3℃/-3℃,无持续风向≤3级/北风3-4级
2015-01-16,146,轻度污染,112,120,9,1.6,42,63,晴/晴,4℃/-7℃,北风5-6级/北风3-4级
2015-01-17,81,良,60,71,30,1.2,57,51,晴/阴,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2015-01-18,92,良,68,110,30,1.5,52,69,阴/晴,6℃/-6℃,北风4-5级/北风3-4级
2015-01-19,62,良,43,74,25,1.3,59,64,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
